service_id,date,exception_type
000080,20230712,1
000080,20230717,1
000080,20230718,1
000080,20230719,1
000080,20230724,1
000080,20230725,1
000080,20230726,1
000080,20230731,1
000080,20230803,1
000080,20230804,1
000081,20230713,1
000081,20230714,1
000081,20230715,1
000081,20230716,1
000081,20230720,1
000081,20230721,1
000081,20230722,1
000081,20230723,1
000081,20230727,1
000081,20230728,1
000081,20230729,1
000081,20230730,1
000081,20230801,1
000081,20230802,1
000081,20230805,1
000082,20230702,1
000083,20230513,1
000083,20230518,1
000083,20230522,1
000083,20230523,1
000083,20230524,1
000083,20230525,1
000083,20230526,1
000083,20230603,1
000083,20230605,1
000083,20230606,1
000083,20230607,1
000083,20230608,1
000083,20230609,1
000083,20230610,1
000083,20230612,1
000083,20230613,1
000083,20230614,1
000083,20230615,1
000083,20230616,1
000083,20230617,1
000083,20230619,1
000083,20230620,1
000083,20230621,1
000083,20230622,1
000083,20230623,1
000083,20230624,1
000083,20230626,1
000083,20230627,1
000083,20230628,1
000083,20230629,1
000083,20230630,1
000083,20230701,1
000083,20230703,1
000083,20230704,1
000083,20230705,1
000083,20230706,1
000083,20230707,1
000084,20230527,1
000085,20230708,1
000085,20230714,1
000085,20230715,1
000085,20230717,1
000085,20230718,1
000085,20230719,1
000085,20230720,1
000085,20230721,1
000085,20230722,1
000085,20230729,1
000085,20230731,1
000085,20230801,1
000085,20230802,1
000085,20230803,1
000085,20230804,1
000085,20230805,1
000086,20230710,1
000086,20230711,1
000086,20230712,1
000086,20230713,1
000086,20230724,1
000086,20230725,1
000086,20230726,1
000086,20230727,1
000086,20230728,1
000087,20230515,1
000087,20230516,1
000087,20230517,1
000087,20230530,1
000087,20230531,1
000087,20230601,1
000087,20230602,1
000088,20230513,1
000088,20230514,1
000088,20230516,1
000088,20230517,1
000088,20230518,1
000088,20230522,1
000088,20230524,1
000088,20230526,1
000088,20230602,1
000088,20230603,1
000088,20230604,1
000088,20230610,1
000088,20230611,1
000088,20230617,1
000088,20230618,1
000088,20230619,1
000088,20230620,1
000088,20230621,1
000088,20230622,1
000088,20230623,1
000088,20230624,1
000088,20230625,1
000088,20230626,1
000088,20230627,1
000088,20230628,1
000088,20230629,1
000088,20230630,1
000088,20230702,1
000088,20230703,1
000088,20230704,1
000088,20230705,1
000088,20230706,1
000088,20230707,1
000089,20230613,1
000089,20230614,1
000089,20230615,1
000089,20230616,1
000090,20230515,1
000091,20230709,1
000091,20230714,1
000091,20230716,1
000091,20230723,1
000091,20230728,1
000091,20230804,1
000092,20230710,1
000092,20230711,1
000092,20230712,1
000092,20230713,1
000092,20230717,1
000092,20230718,1
000093,20230612,1
000094,20230708,1
000094,20230715,1
000094,20230722,1
000094,20230729,1
000094,20230730,1
000094,20230805,1
000095,20230719,1
000095,20230720,1
000095,20230721,1
000095,20230731,1
000095,20230801,1
000096,20230724,1
000096,20230725,1
000096,20230727,1
000096,20230802,1
000096,20230803,1
000097,20230726,1
000098,20230523,1
000098,20230525,1
000098,20230530,1
000098,20230531,1
000098,20230601,1
000098,20230605,1
000098,20230606,1
000098,20230607,1
000098,20230608,1
000098,20230609,1
000099,20230514,1
000099,20230604,1
000099,20230611,1
000099,20230618,1
000099,20230625,1
000099,20230702,1
000100,20230514,1
000100,20230604,1
000100,20230611,1
000101,20230521,1
000102,20230714,1
000103,20230708,1
000103,20230715,1
000103,20230722,1
000103,20230729,1
000103,20230805,1
000104,20230612,1
000104,20230619,1
000104,20230620,1
000104,20230621,1
000104,20230622,1
000105,20230522,1
000105,20230526,1
000106,20230613,1
000106,20230614,1
000106,20230615,1
000107,20230523,1
000107,20230524,1
000107,20230525,1
000108,20230516,1
000109,20230513,1
000109,20230518,1
000109,20230603,1
000109,20230610,1
000109,20230617,1
000109,20230624,1
000109,20230701,1
000110,20230515,1
000110,20230517,1
000110,20230530,1
000110,20230531,1
000110,20230601,1
000110,20230602,1
000110,20230605,1
000110,20230606,1
000110,20230607,1
000110,20230608,1
000110,20230609,1
000110,20230616,1
000110,20230703,1
000110,20230704,1
000110,20230705,1
000110,20230706,1
000110,20230707,1
000111,20230708,1
000111,20230709,1
000111,20230710,1
000111,20230711,1
000111,20230712,1
000111,20230713,1
000111,20230714,1
000111,20230715,1
000111,20230716,1
000111,20230717,1
000111,20230718,1
000111,20230722,1
000111,20230723,1
000111,20230724,1
000111,20230725,1
000111,20230726,1
000111,20230727,1
000111,20230728,1
000111,20230729,1
000111,20230730,1
000111,20230802,1
000111,20230803,1
000111,20230804,1
000111,20230805,1
000112,20230721,1
000112,20230731,1
000112,20230801,1
000113,20230508,1
000113,20230513,1
000113,20230514,1
000113,20230516,1
000113,20230517,1
000113,20230529,1
000113,20230602,1
000113,20230603,1
000113,20230604,1
000113,20230610,1
000113,20230611,1
000114,20230523,1
000114,20230525,1
000115,20230617,1
000115,20230618,1
000115,20230619,1
000115,20230620,1
000115,20230621,1
000115,20230622,1
000115,20230623,1
000115,20230624,1
000115,20230625,1
000115,20230626,1
000115,20230627,1
000115,20230628,1
000115,20230629,1
000115,20230630,1
000115,20230701,1
000115,20230702,1
000115,20230703,1
000115,20230704,1
000115,20230705,1
000115,20230706,1
000115,20230707,1
000116,20230530,1
000116,20230531,1
000116,20230601,1
000116,20230605,1
000116,20230606,1
000116,20230607,1
000116,20230608,1
000116,20230609,1
000117,20230521,1
